image,modal,split,image_path,mask_path,width,height,scale,global_hfr,full_power,high_power
gas_567a4261a95f50c3,WL,val,dataset\WL\val\images\gas_567a4261a95f50c3.jpg,dataset\WL\val\masks\gas_567a4261a95f50c3.png,1158,1008,0.0784149169921875,0.00031600823493365863,541423086.4018453,171094.1538861809
gas_5748a5afbd39287e,WL,val,dataset\WL\val\images\gas_5748a5afbd39287e.jpg,dataset\WL\val\masks\gas_5748a5afbd39287e.png,1157,1008,0.0477752685546875,0.00039804624173518064,910188588.9756862,362297.14711201895
gas_5ad8ff498895f46c,WL,val,dataset\WL\val\images\gas_5ad8ff498895f46c.jpg,dataset\WL\val\masks\gas_5ad8ff498895f46c.png,515,479,0.0238800048828125,0.00012385547218541344,682254431.368612,84500.9447477502
gas_65241d83e5c5bd33,WL,val,dataset\WL\val\images\gas_65241d83e5c5bd33.jpg,dataset\WL\val\masks\gas_65241d83e5c5bd33.png,530,466,0.031494140625,0.0003482823576702236,524789806.70794314,182775.03116154336
gas_6570a8eb84b80dcd,WL,val,dataset\WL\val\images\gas_6570a8eb84b80dcd.jpg,dataset\WL\val\masks\gas_6570a8eb84b80dcd.png,1158,1009,0.0717620849609375,0.0004863348318122425,667483347.6660364,324620.4016246344
gas_685b4397fe02ab3c,WL,val,dataset\WL\val\images\gas_685b4397fe02ab3c.jpg,dataset\WL\val\masks\gas_685b4397fe02ab3c.png,454,480,0.2505340576171875,7.238818681301108e-05,1118024992.5467439,80931.80202208902
gas_68c6da0bb4b3a6bd,WL,val,dataset\WL\val\images\gas_68c6da0bb4b3a6bd.jpg,dataset\WL\val\masks\gas_68c6da0bb4b3a6bd.png,531,466,0.1207122802734375,0.0002763242124136398,823121282.1830372,227448.3400201331
gas_6bc719dea812b487,WL,val,dataset\WL\val\images\gas_6bc719dea812b487.jpg,dataset\WL\val\masks\gas_6bc719dea812b487.png,1158,1009,0.303192138671875,0.0005863958790187285,1201859726.1867895,704765.5905945108
gas_6c871ff48480cf5a,WL,val,dataset\WL\val\images\gas_6c871ff48480cf5a.jpg,dataset\WL\val\masks\gas_6c871ff48480cf5a.png,1158,1008,0.3093109130859375,0.00012872100058948017,737541980.7269204,94937.14173591629
gas_6d47f92c6f91ec3b,WL,val,dataset\WL\val\images\gas_6d47f92c6f91ec3b.jpg,dataset\WL\val\masks\gas_6d47f92c6f91ec3b.png,531,466,0.12335205078125,0.0002774066588442967,686315666.8008918,190388.536039731
gas_6d871d2727f6479e,WL,val,dataset\WL\val\images\gas_6d871d2727f6479e.jpg,dataset\WL\val\masks\gas_6d871d2727f6479e.png,1158,1009,0.121978759765625,0.0002660866414398548,550319651.0624529,146432.7076695609
gas_6eeda4738f7bf981,WL,val,dataset\WL\val\images\gas_6eeda4738f7bf981.jpg,dataset\WL\val\masks\gas_6eeda4738f7bf981.png,1158,1121,0.2947235107421875,7.201252415819577e-05,1360161969.965767,97948.69672121893
gas_71bfb50475dab88f,WL,val,dataset\WL\val\images\gas_71bfb50475dab88f.jpg,dataset\WL\val\masks\gas_71bfb50475dab88f.png,481,464,0.352264404296875,8.015624607895418e-05,736196867.5550636,59010.77727829892
gas_7517efca99a00d30,WL,val,dataset\WL\val\images\gas_7517efca99a00d30.jpg,dataset\WL\val\masks\gas_7517efca99a00d30.png,1156,1007,0.1102294921875,0.00015657996997907252,945592694.3249521,148060.8756898313
gas_77417b20f9748b55,WL,val,dataset\WL\val\images\gas_77417b20f9748b55.jpg,dataset\WL\val\masks\gas_77417b20f9748b55.png,1157,1007,0.51861572265625,0.0003907171387225026,959906427.9587235,375051.89297337056
gas_7b7953a2b0f4e228,WL,val,dataset\WL\val\images\gas_7b7953a2b0f4e228.jpg,dataset\WL\val\masks\gas_7b7953a2b0f4e228.png,515,479,0.077484130859375,0.00026808450440140273,499446127.9313493,133893.76768167535
gas_7c5bd70d01c3c029,WL,val,dataset\WL\val\images\gas_7c5bd70d01c3c029.jpg,dataset\WL\val\masks\gas_7c5bd70d01c3c029.png,1158,1009,0.299163818359375,0.0002032352119616847,935751974.8616067,190177.7509545637
gas_7e1c29a7358fabf5,WL,val,dataset\WL\val\images\gas_7e1c29a7358fabf5.jpg,dataset\WL\val\masks\gas_7e1c29a7358fabf5.png,532,476,0.0370330810546875,0.0001605244325302169,1059546305.1151403,170083.06936809595
gas_7e5e6ed168f50259,WL,val,dataset\WL\val\images\gas_7e5e6ed168f50259.jpg,dataset\WL\val\masks\gas_7e5e6ed168f50259.png,1158,1009,0.1212615966796875,0.0002544841406613244,954152319.7893733,242816.63316160784
gas_7f1d66e55401a089,WL,val,dataset\WL\val\images\gas_7f1d66e55401a089.jpg,dataset\WL\val\masks\gas_7f1d66e55401a089.png,1158,1009,0.07415771484375,0.0001618208657547387,680059767.0414766,110047.86026761765
gas_81d32dd382a3bb2c,WL,val,dataset\WL\val\images\gas_81d32dd382a3bb2c.jpg,dataset\WL\val\masks\gas_81d32dd382a3bb2c.png,432,366,0.18096923828125,8.659881503586265e-05,680520177.9765935,58932.24102076735
gas_85f65d68287de873,WL,val,dataset\WL\val\images\gas_85f65d68287de873.jpg,dataset\WL\val\masks\gas_85f65d68287de873.png,579,560,0.224273681640625,0.00012834489206409335,867146912.6431988,111293.87690690314
gas_8803959128f31e9,WL,val,dataset\WL\val\images\gas_8803959128f31e9.jpg,dataset\WL\val\masks\gas_8803959128f31e9.png,1158,1008,0.4053192138671875,0.00016524388609677362,851986785.4748788,140785.60733496718
gas_88380452a4c165fe,WL,val,dataset\WL\val\images\gas_88380452a4c165fe.jpg,dataset\WL\val\masks\gas_88380452a4c165fe.png,1158,1009,0.02294921875,0.00015313932628202757,788258291.0316954,120713.34362481625
gas_8951f397796672f9,WL,val,dataset\WL\val\images\gas_8951f397796672f9.jpg,dataset\WL\val\masks\gas_8951f397796672f9.png,1156,1006,0.20416259765625,0.00016928170266883126,737553973.2354019,124854.39239945043
gas_8a83c0f186bbde07,WL,val,dataset\WL\val\images\gas_8a83c0f186bbde07.jpg,dataset\WL\val\masks\gas_8a83c0f186bbde07.png,1158,1009,0.2555999755859375,0.0002999513611914775,658128500.667497,197406.53961412195
gas_8d96fe6bcf0b038e,WL,val,dataset\WL\val\images\gas_8d96fe6bcf0b038e.jpg,dataset\WL\val\masks\gas_8d96fe6bcf0b038e.png,1158,1008,0.15423583984375,0.00014586594493278026,1112105385.9462054,162218.30298587753
gas_8eb8ccb5a7230005,WL,val,dataset\WL\val\images\gas_8eb8ccb5a7230005.jpg,dataset\WL\val\masks\gas_8eb8ccb5a7230005.png,1156,1007,0.26348876953125,0.0003359588688616656,654035353.4110265,219728.97752750816
gas_8fae874574cd412b,WL,val,dataset\WL\val\images\gas_8fae874574cd412b.jpg,dataset\WL\val\masks\gas_8fae874574cd412b.png,1156,1007,0.1432037353515625,0.00013605617998588488,947801602.7164936,128954.26545010542
gas_92730e805f0ddced,WL,val,dataset\WL\val\images\gas_92730e805f0ddced.jpg,dataset\WL\val\masks\gas_92730e805f0ddced.png,1158,1008,0.2329864501953125,0.0003284631219523615,856578759.201661,281354.53344545764
gas_9423ec55c7f1576c,WL,val,dataset\WL\val\images\gas_9423ec55c7f1576c.jpg,dataset\WL\val\masks\gas_9423ec55c7f1576c.png,192,183,0.16497802734375,3.61903835022227e-05,715371747.0673741,25889.577873023325
gas_94dc71a741e5da56,WL,val,dataset\WL\val\images\gas_94dc71a741e5da56.jpg,dataset\WL\val\masks\gas_94dc71a741e5da56.png,469,480,0.191497802734375,0.00010035579265708759,684014907.2234987,68644.85820367844
gas_96625b615d4efe68,WL,val,dataset\WL\val\images\gas_96625b615d4efe68.jpg,dataset\WL\val\masks\gas_96625b615d4efe68.png,1158,1009,0.2279815673828125,0.0004627797364809726,769270774.7875427,356002.9264386926
gas_96e091440949b8d,WL,val,dataset\WL\val\images\gas_96e091440949b8d.jpg,dataset\WL\val\masks\gas_96e091440949b8d.png,1158,1009,0.3931121826171875,0.00038541279749602225,581527141.3921413,224128.00238381006
gas_971de3041b9f6846,WL,val,dataset\WL\val\images\gas_971de3041b9f6846.jpg,dataset\WL\val\masks\gas_971de3041b9f6846.png,1158,1009,0.270660400390625,0.0003248091140518669,731800797.3351786,237695.5686448892
gas_98ef5bf26c3bc7b1,WL,val,dataset\WL\val\images\gas_98ef5bf26c3bc7b1.jpg,dataset\WL\val\masks\gas_98ef5bf26c3bc7b1.png,1158,1009,0.0206451416015625,0.00031345919576405794,747803264.4310957,234405.80985830844
gas_99dfbf6d30d7302c,WL,val,dataset\WL\val\images\gas_99dfbf6d30d7302c.jpg,dataset\WL\val\masks\gas_99dfbf6d30d7302c.png,1150,1006,0.1838531494140625,0.0003048281410599653,503817170.0007075,153577.65136540818
gas_9ac5d367aa9e7268,WL,val,dataset\WL\val\images\gas_9ac5d367aa9e7268.jpg,dataset\WL\val\masks\gas_9ac5d367aa9e7268.png,1156,1007,0.115478515625,0.00024321561282127622,750494338.3838215,182531.9404289194
gas_9aec3bec7be2b1ac,WL,val,dataset\WL\val\images\gas_9aec3bec7be2b1ac.jpg,dataset\WL\val\masks\gas_9aec3bec7be2b1ac.png,1156,1007,0.685760498046875,0.0003073459805368644,739935962.1777469,227416.34383000786
gas_9cbad4a79aad3aad,WL,val,dataset\WL\val\images\gas_9cbad4a79aad3aad.jpg,dataset\WL\val\masks\gas_9cbad4a79aad3aad.png,1158,1009,0.7090911865234375,0.0005035144321192357,821341367.7609534,413557.23236419284
gas_9edb29d37de21f43,WL,val,dataset\WL\val\images\gas_9edb29d37de21f43.jpg,dataset\WL\val\masks\gas_9edb29d37de21f43.png,1157,1007,0.19866943359375,0.00011964570423065147,1318459006.9035594,157747.95638022173
gas_a03277ca9e94ec58,WL,val,dataset\WL\val\images\gas_a03277ca9e94ec58.jpg,dataset\WL\val\masks\gas_a03277ca9e94ec58.png,1158,1010,0.2390899658203125,0.0005028568874093493,702506390.7811457,353260.17705338297
gas_a20e75169bc84e3c,WL,val,dataset\WL\val\images\gas_a20e75169bc84e3c.jpg,dataset\WL\val\masks\gas_a20e75169bc84e3c.png,1156,1008,0.346099853515625,0.00024853939740726913,669812806.0146714,166474.8711825585
gas_a32143ef617e6572,WL,val,dataset\WL\val\images\gas_a32143ef617e6572.jpg,dataset\WL\val\masks\gas_a32143ef617e6572.png,1158,1120,0.172088623046875,0.00011164604540476648,945405921.0083504,105550.83238283335
gas_a44dad0ccb3e322e,WL,val,dataset\WL\val\images\gas_a44dad0ccb3e322e.jpg,dataset\WL\val\masks\gas_a44dad0ccb3e322e.png,1247,958,0.123809814453125,0.00021136593064548836,459007398.4029529,97018.5259366046
gas_a465708281ba6b9f,WL,val,dataset\WL\val\images\gas_a465708281ba6b9f.jpg,dataset\WL\val\masks\gas_a465708281ba6b9f.png,1158,1008,0.144378662109375,0.00041314598381771264,884946121.3669817,365611.9359378306
gas_a626c03175d08554,WL,val,dataset\WL\val\images\gas_a626c03175d08554.jpg,dataset\WL\val\masks\gas_a626c03175d08554.png,1158,1010,0.342437744140625,0.00033152477396592003,743137135.4982854,246368.37087175035
gas_a80fc96b44fb7e02,WL,val,dataset\WL\val\images\gas_a80fc96b44fb7e02.jpg,dataset\WL\val\masks\gas_a80fc96b44fb7e02.png,1157,1008,0.073211669921875,0.00026117006589439874,947847863.4223759,247549.48894788697
gas_a89e2e58563a7f89,WL,val,dataset\WL\val\images\gas_a89e2e58563a7f89.jpg,dataset\WL\val\masks\gas_a89e2e58563a7f89.png,1158,1120,0.1258087158203125,0.0001231876397284457,1003638762.5200154,123635.89029481872
gas_a99ce15976428858,WL,val,dataset\WL\val\images\gas_a99ce15976428858.jpg,dataset\WL\val\masks\gas_a99ce15976428858.png,1162,1007,0.557586669921875,0.0004066696351620972,709913246.8243289,288700.1610827897
gas_aba746aa48e25494,WL,val,dataset\WL\val\images\gas_aba746aa48e25494.jpg,dataset\WL\val\masks\gas_aba746aa48e25494.png,1157,1007,0.0807037353515625,0.00018546846994002165,1057639944.7636447,196158.8623027622
gas_adafe490547ec763,WL,val,dataset\WL\val\images\gas_adafe490547ec763.jpg,dataset\WL\val\masks\gas_adafe490547ec763.png,1157,1007,0.226715087890625,0.0005937875312784955,572403870.0448136,339886.2808881666
gas_afb43368eadcc0d3,WL,val,dataset\WL\val\images\gas_afb43368eadcc0d3.jpg,dataset\WL\val\masks\gas_afb43368eadcc0d3.png,1158,1009,0.2949371337890625,0.00025936588576087573,773974358.7663819,200742.54511764846
gas_b2cbd4b6394f87da,WL,val,dataset\WL\val\images\gas_b2cbd4b6394f87da.jpg,dataset\WL\val\masks\gas_b2cbd4b6394f87da.png,1158,1008,0.1796722412109375,0.00047074096814095785,401057891.1165859,188794.3799447925
gas_b40933a36211eb87,WL,val,dataset\WL\val\images\gas_b40933a36211eb87.jpg,dataset\WL\val\masks\gas_b40933a36211eb87.png,1156,1008,0.11810302734375,0.0003275465287351599,1076296370.4145787,352537.1400195471
gas_b53f8b1c7fb954b3,WL,val,dataset\WL\val\images\gas_b53f8b1c7fb954b3.jpg,dataset\WL\val\masks\gas_b53f8b1c7fb954b3.png,560,464,0.272735595703125,0.00018957638794360788,461196178.85207224,87431.90572017
gas_b59b1c01f56f6a12,WL,val,dataset\WL\val\images\gas_b59b1c01f56f6a12.jpg,dataset\WL\val\masks\gas_b59b1c01f56f6a12.png,1157,1007,0.1304168701171875,9.417135563258443e-05,1100667854.7566624,103651.38398364345
gas_b7dd47dd51ae0957,WL,val,dataset\WL\val\images\gas_b7dd47dd51ae0957.jpg,dataset\WL\val\masks\gas_b7dd47dd51ae0957.png,1158,1008,0.1715087890625,0.000375677895505339,605480380.5758399,227465.59514450326
gas_b9822555af84caf7,WL,val,dataset\WL\val\images\gas_b9822555af84caf7.jpg,dataset\WL\val\masks\gas_b9822555af84caf7.png,1158,1008,0.0576324462890625,4.708086842428824e-05,1726797905.794018,81299.14499802464
gas_bb7fc74edcff2a11,WL,val,dataset\WL\val\images\gas_bb7fc74edcff2a11.jpg,dataset\WL\val\masks\gas_bb7fc74edcff2a11.png,1156,1007,0.053924560546875,0.00023213429861205118,709265277.4508266,164644.79771092953
gas_bb92241693125f94,WL,val,dataset\WL\val\images\gas_bb92241693125f94.jpg,dataset\WL\val\masks\gas_bb92241693125f94.png,1158,1008,0.18896484375,0.0003312293233297983,730067018.6445212,241819.60457102803
gas_bca56cadbe6e678d,WL,val,dataset\WL\val\images\gas_bca56cadbe6e678d.jpg,dataset\WL\val\masks\gas_bca56cadbe6e678d.png,1158,1010,0.0562744140625,0.00016621909699934324,948285290.144037,157623.12462550204
gas_bcf8d8f2c59dacc4,WL,val,dataset\WL\val\images\gas_bcf8d8f2c59dacc4.jpg,dataset\WL\val\masks\gas_bcf8d8f2c59dacc4.png,1158,1010,0.331024169921875,0.00032041684256351024,1063278942.388312,340692.4814843314
gas_be4dd5eb60326ac3,WL,val,dataset\WL\val\images\gas_be4dd5eb60326ac3.jpg,dataset\WL\val\masks\gas_be4dd5eb60326ac3.png,470,455,0.501922607421875,0.00010483037094158521,909844281.3258901,95379.31351047306
gas_bff0b018866e8507,WL,val,dataset\WL\val\images\gas_bff0b018866e8507.jpg,dataset\WL\val\masks\gas_bff0b018866e8507.png,552,473,0.1314697265625,0.0001397731287095226,1473233000.061391,205918.38573669695
gas_c0f00466bc35d3b1,WL,val,dataset\WL\val\images\gas_c0f00466bc35d3b1.jpg,dataset\WL\val\masks\gas_c0f00466bc35d3b1.png,417,367,0.0329132080078125,4.418995140301729e-05,877629106.8397695,38782.38758112288
gas_c13fbd061e3daa64,WL,val,dataset\WL\val\images\gas_c13fbd061e3daa64.jpg,dataset\WL\val\masks\gas_c13fbd061e3daa64.png,1248,955,0.1103973388671875,0.00015384952183365803,1590210106.7786236,244653.06454294152
gas_c1c6b5a3a92c2d0e,WL,val,dataset\WL\val\images\gas_c1c6b5a3a92c2d0e.jpg,dataset\WL\val\masks\gas_c1c6b5a3a92c2d0e.png,1157,1007,0.1951141357421875,0.0003153514755153699,536246148.56882757,169106.01419061402
gas_c2c3973ab2a6b22e,WL,val,dataset\WL\val\images\gas_c2c3973ab2a6b22e.jpg,dataset\WL\val\masks\gas_c2c3973ab2a6b22e.png,1235,958,0.1231231689453125,0.0002551858242281287,445127169.9133565,113590.14374067416
gas_c47d1023406fc7b4,WL,val,dataset\WL\val\images\gas_c47d1023406fc7b4.jpg,dataset\WL\val\masks\gas_c47d1023406fc7b4.png,1156,1006,0.1373748779296875,0.00020492909167331135,1058176448.0088586,216851.13832054636
gas_c57088e48bf9ebae,WL,val,dataset\WL\val\images\gas_c57088e48bf9ebae.jpg,dataset\WL\val\masks\gas_c57088e48bf9ebae.png,1157,1007,0.2278594970703125,0.0002785352626224978,889975526.8547175,247889.5671000746
gas_c6eab58bbd96b723,WL,val,dataset\WL\val\images\gas_c6eab58bbd96b723.jpg,dataset\WL\val\masks\gas_c6eab58bbd96b723.png,1158,1009,0.2672271728515625,0.00034908883340087815,796695016.2129643,278117.3337860774
gas_c7d3306ba6c31b24,WL,val,dataset\WL\val\images\gas_c7d3306ba6c31b24.jpg,dataset\WL\val\masks\gas_c7d3306ba6c31b24.png,1156,1007,0.1545562744140625,0.0002843188494046414,763876535.6034758,217184.4976899838
gas_c80e7d82e020503b,WL,val,dataset\WL\val\images\gas_c80e7d82e020503b.jpg,dataset\WL\val\masks\gas_c80e7d82e020503b.png,1158,1009,0.081695556640625,0.0001414249034490959,910226865.4264052,128728.74655970256
gas_c82fb3f46fea2d6d,WL,val,dataset\WL\val\images\gas_c82fb3f46fea2d6d.jpg,dataset\WL\val\masks\gas_c82fb3f46fea2d6d.png,1157,1007,0.32830810546875,0.0005098692802608287,721766688.9719338,368006.6622223613
gas_cc52e326403cdb01,WL,val,dataset\WL\val\images\gas_cc52e326403cdb01.jpg,dataset\WL\val\masks\gas_cc52e326403cdb01.png,1158,1007,0.044830322265625,0.00019405717971865177,586411153.210365,113797.29454756565
gas_cd1191be8d704e69,WL,val,dataset\WL\val\images\gas_cd1191be8d704e69.jpg,dataset\WL\val\masks\gas_cd1191be8d704e69.png,1158,1009,0.747802734375,0.0002624895581388788,646096230.1519723,169593.51396778654
gas_cd861a9dca6e5a1b,WL,val,dataset\WL\val\images\gas_cd861a9dca6e5a1b.jpg,dataset\WL\val\masks\gas_cd861a9dca6e5a1b.png,1162,1006,0.0512847900390625,0.000747154902007636,941030401.0236062,703095.4770629989
gas_cfa2052670bd0bb7,WL,val,dataset\WL\val\images\gas_cfa2052670bd0bb7.jpg,dataset\WL\val\masks\gas_cfa2052670bd0bb7.png,1157,1119,0.2140045166015625,0.00014264101860726326,1072471069.6215918,152978.365797645
gas_cfe6de452d59dda1,WL,val,dataset\WL\val\images\gas_cfe6de452d59dda1.jpg,dataset\WL\val\masks\gas_cfe6de452d59dda1.png,1159,1008,0.5077972412109375,0.00016963067924492527,882663219.0267748,149726.76138802405
gas_d0229804999792a0,WL,val,dataset\WL\val\images\gas_d0229804999792a0.jpg,dataset\WL\val\masks\gas_d0229804999792a0.png,530,466,0.08331298828125,0.0004433336244754211,328382392.72550565,145582.95638090957
gas_d3ed8003a00d028,WL,val,dataset\WL\val\images\gas_d3ed8003a00d028.jpg,dataset\WL\val\masks\gas_d3ed8003a00d028.png,1156,1007,0.135650634765625,0.00039234412532119617,768373287.8655283,301466.7455477724
gas_d4f978734c5fcb68,WL,val,dataset\WL\val\images\gas_d4f978734c5fcb68.jpg,dataset\WL\val\masks\gas_d4f978734c5fcb68.png,561,480,0.127685546875,0.00012802117400736396,725288603.1865897,92852.29847410835
gas_d55e55d857a77721,WL,val,dataset\WL\val\images\gas_d55e55d857a77721.jpg,dataset\WL\val\masks\gas_d55e55d857a77721.png,1158,1010,0.529327392578125,0.0004295413859227717,562612165.7646754,241665.20941957083
gas_dd43951cd7f99c8f,WL,val,dataset\WL\val\images\gas_dd43951cd7f99c8f.jpg,dataset\WL\val\masks\gas_dd43951cd7f99c8f.png,1158,1008,0.244140625,0.00013500255616164577,913941088.1166317,123384.38307690123
gas_ddab4bb243c6455f,WL,val,dataset\WL\val\images\gas_ddab4bb243c6455f.jpg,dataset\WL\val\masks\gas_ddab4bb243c6455f.png,1158,1009,0.3071746826171875,0.00014028286425313543,933834264.0075049,131000.94529269144
gas_e1c9acb11bd59144,WL,val,dataset\WL\val\images\gas_e1c9acb11bd59144.jpg,dataset\WL\val\masks\gas_e1c9acb11bd59144.png,1158,1009,0.125946044921875,0.00015397796094775422,920394330.6049057,141720.44229441657
gas_e247a96cc3f4881a,WL,val,dataset\WL\val\images\gas_e247a96cc3f4881a.jpg,dataset\WL\val\masks\gas_e247a96cc3f4881a.png,1158,1009,0.3707122802734375,0.00035171510845280316,626108021.2659134,220211.6506027107
gas_e343eb5808f9f997,WL,val,dataset\WL\val\images\gas_e343eb5808f9f997.jpg,dataset\WL\val\masks\gas_e343eb5808f9f997.png,1158,1008,0.366119384765625,9.2143306402065e-05,1031817802.2901961,95075.10390753087
gas_e80e03b8f211c0a5,WL,val,dataset\WL\val\images\gas_e80e03b8f211c0a5.jpg,dataset\WL\val\masks\gas_e80e03b8f211c0a5.png,1158,1008,0.157470703125,0.00022308140690761765,901067832.2353555,201011.4797342603
gas_e899828fb42cb9f5,WL,val,dataset\WL\val\images\gas_e899828fb42cb9f5.jpg,dataset\WL\val\masks\gas_e899828fb42cb9f5.png,1158,1011,0.2047576904296875,0.0004666068134891791,908458960.6463976,423893.14081290714
gas_e8d13f4c14f19144,WL,val,dataset\WL\val\images\gas_e8d13f4c14f19144.jpg,dataset\WL\val\masks\gas_e8d13f4c14f19144.png,1158,1009,0.1490020751953125,0.00017302829833876682,948177125.7602457,164061.4745940382
gas_e9019e2aee36bb98,WL,val,dataset\WL\val\images\gas_e9019e2aee36bb98.jpg,dataset\WL\val\masks\gas_e9019e2aee36bb98.png,1158,1009,0.0767974853515625,0.00027615402644398743,1225639830.3953257,338465.37413379503
gas_eda73fb505f4f38c,WL,val,dataset\WL\val\images\gas_eda73fb505f4f38c.jpg,dataset\WL\val\masks\gas_eda73fb505f4f38c.png,1157,1006,0.0586395263671875,0.0002580678480975957,1026768811.0879201,264976.0175711863
gas_eddc4ff921a240b7,WL,val,dataset\WL\val\images\gas_eddc4ff921a240b7.jpg,dataset\WL\val\masks\gas_eddc4ff921a240b7.png,1158,1009,0.15655517578125,0.000251619497301985,966932914.1665511,243299.173787331
gas_ef0449760ad67044,WL,val,dataset\WL\val\images\gas_ef0449760ad67044.jpg,dataset\WL\val\masks\gas_ef0449760ad67044.png,1158,1121,0.207489013671875,0.0001462145752996264,834342391.8820146,121993.01848350323
gas_ef0a8e3d4b8f5441,WL,val,dataset\WL\val\images\gas_ef0a8e3d4b8f5441.jpg,dataset\WL\val\masks\gas_ef0a8e3d4b8f5441.png,1158,1009,0.1759185791015625,0.00020792885437635777,665509110.0592079,138378.5468316405
gas_efafd27a09729f2e,WL,val,dataset\WL\val\images\gas_efafd27a09729f2e.jpg,dataset\WL\val\masks\gas_efafd27a09729f2e.png,1158,1009,0.3360137939453125,0.0001867543921808445,1124096369.5376236,209929.93424569286
gas_f46b5b49156cc57,WL,val,dataset\WL\val\images\gas_f46b5b49156cc57.jpg,dataset\WL\val\masks\gas_f46b5b49156cc57.png,1158,1009,0.134918212890625,0.00019434066089720842,802193187.7829144,155898.75428097
gas_f51e10abf68f92a0,WL,val,dataset\WL\val\images\gas_f51e10abf68f92a0.jpg,dataset\WL\val\masks\gas_f51e10abf68f92a0.png,531,466,0.126220703125,0.0003169064799199751,716850731.0623298,227174.64180902368
gas_f739e021984078d4,WL,val,dataset\WL\val\images\gas_f739e021984078d4.jpg,dataset\WL\val\masks\gas_f739e021984078d4.png,1158,1120,0.1093292236328125,0.0001723771362137402,796578138.8923032,137311.8583527262
gas_f7796c358d5b29d5,WL,val,dataset\WL\val\images\gas_f7796c358d5b29d5.jpg,dataset\WL\val\masks\gas_f7796c358d5b29d5.png,1156,1007,0.419921875,0.00038955043861517164,733301073.3491426,285657.7547601346
gas_f88c20e929458e32,WL,val,dataset\WL\val\images\gas_f88c20e929458e32.jpg,dataset\WL\val\masks\gas_f88c20e929458e32.png,1158,1009,0.2898712158203125,0.0003922541428104404,798537391.6587156,313229.6000671744
gas_f90743888a30f13d,WL,val,dataset\WL\val\images\gas_f90743888a30f13d.jpg,dataset\WL\val\masks\gas_f90743888a30f13d.png,1158,1009,0.396148681640625,0.000308547395739713,681997250.0639448,210428.47540887602
gas_fa18d80c6337d60f,WL,val,dataset\WL\val\images\gas_fa18d80c6337d60f.jpg,dataset\WL\val\masks\gas_fa18d80c6337d60f.png,1158,1009,0.551055908203125,0.0005919108144222116,821283434.0377396,486126.54631274915
gas_fd0a010a8aac32d4,WL,val,dataset\WL\val\images\gas_fd0a010a8aac32d4.jpg,dataset\WL\val\masks\gas_fd0a010a8aac32d4.png,422,363,0.16094970703125,6.212009268079556e-05,727236598.1733794,45176.0048793968
gas_fdcc04a95867306b,WL,val,dataset\WL\val\images\gas_fdcc04a95867306b.jpg,dataset\WL\val\masks\gas_fdcc04a95867306b.png,1158,1008,0.4022216796875,0.00026318690198175496,612385866.3138176,161171.9389725468
gas_fe1b3effc97ecbf0,WL,val,dataset\WL\val\images\gas_fe1b3effc97ecbf0.jpg,dataset\WL\val\masks\gas_fe1b3effc97ecbf0.png,391,366,0.5774993896484375,8.384965570709838e-05,699793916.9685502,58677.47900373473
gas_fe789eb0fa4b3010,WL,val,dataset\WL\val\images\gas_fe789eb0fa4b3010.jpg,dataset\WL\val\masks\gas_fe789eb0fa4b3010.png,1158,1009,0.0315093994140625,0.0014036512847058554,253844043.2350635,356308.5174018256
gas_ffa0dc28e12ed5ac,WL,val,dataset\WL\val\images\gas_ffa0dc28e12ed5ac.jpg,dataset\WL\val\masks\gas_ffa0dc28e12ed5ac.png,1158,1008,0.1430511474609375,0.00043918747237911565,890651058.1350558,391162.78699411993
gas_158f38b82da59ce2,WL,test,dataset\WL\test\images\gas_158f38b82da59ce2.jpg,dataset\WL\test\masks\gas_158f38b82da59ce2.png,1156,1007,0.21551513671875,0.00048331191221434616,646911145.2414918,312659.862639438
gas_1678b5e5182b088d,WL,test,dataset\WL\test\images\gas_1678b5e5182b088d.jpg,dataset\WL\test\masks\gas_1678b5e5182b088d.png,1158,1010,0.2039337158203125,0.00018507759350745216,987282315.3561246,182723.83503857703
gas_16b113179c9267aa,WL,test,dataset\WL\test\images\gas_16b113179c9267aa.jpg,dataset\WL\test\masks\gas_16b113179c9267aa.png,1158,1008,0.0615234375,0.0001840421188979075,1027073181.3361629,189024.7245563222
gas_1726edbf713b7ed8,WL,test,dataset\WL\test\images\gas_1726edbf713b7ed8.jpg,dataset\WL\test\masks\gas_1726edbf713b7ed8.png,1157,1007,0.3987884521484375,0.00026430300622781597,905275623.3980157,239267.06872885575
gas_18dc528fd3ebb4ae,WL,test,dataset\WL\test\images\gas_18dc528fd3ebb4ae.jpg,dataset\WL\test\masks\gas_18dc528fd3ebb4ae.png,1156,1007,0.41534423828125,0.0005227114753349617,633379041.1618916,331074.4930519758
gas_194b3005cde83e0e,WL,test,dataset\WL\test\images\gas_194b3005cde83e0e.jpg,dataset\WL\test\masks\gas_194b3005cde83e0e.png,514,481,0.0492706298828125,5.5270088788186565e-05,906542845.2323261,50104.703546285935
gas_19a1b87987a36d93,WL,test,dataset\WL\test\images\gas_19a1b87987a36d93.jpg,dataset\WL\test\masks\gas_19a1b87987a36d93.png,1158,1009,0.1602020263671875,0.0004859665774090004,914921515.7473586,444621.2776055987
